,Market Dataset,ecoinvent location,Market group location,Peak power (kWp),Installation,Technology,Placement,Build,Placement2
8194,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8195,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8196,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , multi-Si, on roof,,
8197,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , single-Si, on roof,,
8198,"market for electricity, high voltage",PT,WEU, 570 , open ground , CIS, on open ground,,
8199,"market for electricity, high voltage",PT,WEU, 570 , open ground , CdTe, on open ground,,
8200,"market for electricity, high voltage",PT,WEU, 570 , open ground , micro-Si, on open ground,,
8201,"market for electricity, high voltage",PT,WEU, 570 , open ground , multi-Si, on open ground,,
8202,"market for electricity, high voltage",PT,WEU, 570 , open ground , single-Si, on open ground,,
8203,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8204,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8205,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8206,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8207,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , multi-Si, on roof,,
8208,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , single-Si, on roof,,
8209,"market for electricity, high voltage",PT,WEU, 570 , open ground , CIS, on open ground,,
8210,"market for electricity, high voltage",PT,WEU, 570 , open ground , CdTe, on open ground,,
8211,"market for electricity, high voltage",PT,WEU, 570 , open ground , micro-Si, on open ground,,
8212,"market for electricity, high voltage",PT,WEU, 570 , open ground , multi-Si, on open ground,,
8213,"market for electricity, high voltage",PT,WEU, 570 , open ground , single-Si, on open ground,,
8214,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8215,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8216,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8217,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8218,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , multi-Si, on roof,,
8219,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , single-Si, on roof,,
8220,"market for electricity, high voltage",PT,WEU, 570 , open ground , CIS, on open ground,,
8221,"market for electricity, high voltage",PT,WEU, 570 , open ground , CdTe, on open ground,,
8222,"market for electricity, high voltage",PT,WEU, 570 , open ground , micro-Si, on open ground,,
8223,"market for electricity, high voltage",PT,WEU, 570 , open ground , multi-Si, on open ground,,
8224,"market for electricity, high voltage",PT,WEU, 570 , open ground , single-Si, on open ground,,
8225,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8226,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8227,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8228,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8229,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , multi-Si, on roof,,
8230,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , single-Si, on roof,,
8231,"market for electricity, high voltage",PT,WEU, 570 , open ground , CIS, on open ground,,
8232,"market for electricity, high voltage",PT,WEU, 570 , open ground , CdTe, on open ground,,
8233,"market for electricity, high voltage",PT,WEU, 570 , open ground , micro-Si, on open ground,,
8234,"market for electricity, high voltage",PT,WEU, 570 , open ground , multi-Si, on open ground,,
8235,"market for electricity, high voltage",PT,WEU, 570 , open ground , single-Si, on open ground,,
8236,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8237,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8238,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8239,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8240,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , multi-Si, on roof,,
8241,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , single-Si, on roof,,
8242,"market for electricity, high voltage",PT,WEU, 570 , open ground , CIS, on open ground,,
8243,"market for electricity, high voltage",PT,WEU, 570 , open ground , CdTe, on open ground,,
8244,"market for electricity, high voltage",PT,WEU, 570 , open ground , micro-Si, on open ground,,
8245,"market for electricity, high voltage",PT,WEU, 570 , open ground , multi-Si, on open ground,,
8246,"market for electricity, high voltage",PT,WEU, 570 , open ground , single-Si, on open ground,,
8247,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8248,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8249,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8250,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8251,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , multi-Si, on roof,,
8252,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , single-Si, on roof,,
8253,"market for electricity, high voltage",PT,WEU, 570 , open ground , CIS, on open ground,,
8254,"market for electricity, high voltage",PT,WEU, 570 , open ground , CdTe, on open ground,,
8255,"market for electricity, high voltage",PT,WEU, 570 , open ground , micro-Si, on open ground,,
8256,"market for electricity, high voltage",PT,WEU, 570 , open ground , multi-Si, on open ground,,
8257,"market for electricity, high voltage",PT,WEU, 570 , open ground , single-Si, on open ground,,
8258,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8259,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8260,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8261,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8262,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , multi-Si, on roof,,
8263,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , single-Si, on roof,,
8264,"market for electricity, high voltage",PT,WEU, 570 , open ground , CIS, on open ground,,
8265,"market for electricity, high voltage",PT,WEU, 570 , open ground , CdTe, on open ground,,
8266,"market for electricity, high voltage",PT,WEU, 570 , open ground , micro-Si, on open ground,,
8267,"market for electricity, high voltage",PT,WEU, 570 , open ground , multi-Si, on open ground,,
8268,"market for electricity, high voltage",PT,WEU, 570 , open ground , single-Si, on open ground,,
8269,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8270,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8271,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8272,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8273,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , multi-Si, on roof,,
8274,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , single-Si, on roof,,
8275,"market for electricity, high voltage",PT,WEU, 570 , open ground , CIS, on open ground,,
8276,"market for electricity, high voltage",PT,WEU, 570 , open ground , CdTe, on open ground,,
8277,"market for electricity, high voltage",PT,WEU, 570 , open ground , micro-Si, on open ground,,
8278,"market for electricity, high voltage",PT,WEU, 570 , open ground , multi-Si, on open ground,,
8279,"market for electricity, high voltage",PT,WEU, 570 , open ground , single-Si, on open ground,,
8280,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8281,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8282,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8283,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8284,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , multi-Si, on roof,,
8285,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , single-Si, on roof,,
8286,"market for electricity, high voltage",PT,WEU, 570 , open ground , CIS, on open ground,,
8287,"market for electricity, high voltage",PT,WEU, 570 , open ground , CdTe, on open ground,,
8288,"market for electricity, high voltage",PT,WEU, 570 , open ground , micro-Si, on open ground,,
8289,"market for electricity, high voltage",PT,WEU, 570 , open ground , multi-Si, on open ground,,
8290,"market for electricity, high voltage",PT,WEU, 570 , open ground , single-Si, on open ground,,
8291,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8292,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8293,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8294,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8295,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , multi-Si, on roof,,
8296,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , single-Si, on roof,,
8297,"market for electricity, high voltage",PT,WEU, 570 , open ground , CIS, on open ground,,
8298,"market for electricity, high voltage",PT,WEU, 570 , open ground , CdTe, on open ground,,
8299,"market for electricity, high voltage",PT,WEU, 570 , open ground , micro-Si, on open ground,,
8300,"market for electricity, high voltage",PT,WEU, 570 , open ground , multi-Si, on open ground,,
8301,"market for electricity, high voltage",PT,WEU, 570 , open ground , single-Si, on open ground,,
8302,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8303,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8304,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8305,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8306,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , multi-Si, on roof,,
8307,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , single-Si, on roof,,
8308,"market for electricity, high voltage",PT,WEU, 570 , open ground , CIS, on open ground,,
8309,"market for electricity, high voltage",PT,WEU, 570 , open ground , CdTe, on open ground,,
8310,"market for electricity, high voltage",PT,WEU, 570 , open ground , micro-Si, on open ground,,
8311,"market for electricity, high voltage",PT,WEU, 570 , open ground , multi-Si, on open ground,,
8312,"market for electricity, high voltage",PT,WEU, 570 , open ground , single-Si, on open ground,,
8313,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8314,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8315,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8316,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8317,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , multi-Si, on roof,,
8318,"market for electricity, high voltage",PT,WEU, 156 , flat-roof , single-Si, on roof,,
8319,"market for electricity, high voltage",PT,WEU, 570 , open ground , CIS, on open ground,,
8320,"market for electricity, high voltage",PT,WEU, 570 , open ground , CdTe, on open ground,,
8321,"market for electricity, high voltage",PT,WEU, 570 , open ground , micro-Si, on open ground,,
8322,"market for electricity, high voltage",PT,WEU, 570 , open ground , multi-Si, on open ground,,
8323,"market for electricity, high voltage",PT,WEU, 570 , open ground , single-Si, on open ground,,
8324,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8325,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8326,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8327,"market for electricity, high voltage",PT,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
8328,"market for electricity, high voltage",SE,WEU, 156 , flat-roof , multi-Si, on roof,,
8329,"market for electricity, high voltage",SE,WEU, 156 , flat-roof , single-Si, on roof,,
8330,"market for electricity, high voltage",SE,WEU, 570 , open ground , CIS, on open ground,,
8331,"market for electricity, high voltage",SE,WEU, 570 , open ground , CdTe, on open ground,,
8332,"market for electricity, high voltage",SE,WEU, 570 , open ground , micro-Si, on open ground,,
8333,"market for electricity, high voltage",SE,WEU, 570 , open ground , multi-Si, on open ground,,
8334,"market for electricity, high voltage",SE,WEU, 570 , open ground , single-Si, on open ground,,
8335,"market for electricity, high voltage",SE,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
8336,"market for electricity, high voltage",SE,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
8337,"market for electricity, high voltage",SE,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
8338,"market for electricity, high voltage",SE,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
